product_id,product_name,upc,brand,category,price_usd,sku,status,created_at
ECOM_000015,Dell Latitude 5540 i5 vPro,030015000153,Dell,Laptops,1090.81,STR-DEL-00015,discontinued,2024-07-17T00:00:00
ECOM_000016,Lenovo ThinkPad X1 Carbon Gen 11,030016000169,Lenovo,Laptops,1640.60,STR-LEN-00016,discontinued,2024-06-05T00:00:00
ECOM_000017,Lenovo ThinkPad T14 Gen 4 AMD,030017000175,Lenovo,Laptops,1001.66,STR-LEN-00017,active,2023-02-09T00:00:00
ECOM_000018,Lenovo Tab M10 Plus 3rd Gen 128GB,030018000181,Lenovo,Tablets,214.42,STR-LEN-00018,active,2023-12-20T00:00:00
ECOM_000019,HP EliteBook 860 G10 i7,030019000197,HP,Laptops,1377.20,STR-HP-00019,active,2023-07-05T00:00:00
ECOM_000020,HP LaserJet Pro MFP 4101fdw,030020000209,HP,Printers,413.38,STR-HP-00020,active,2023-07-26T00:00:00
ECOM_000021,HP Poly Voyager Focus 2 Headset,030021000215,HP,Audio,240.16,STR-HP-00021,discontinued,2024-10-07T00:00:00
ECOM_000022,Sony WH-1000XM5 Wireless Headphones,030022000221,Sony,Audio,323.86,STR-SON-00022,active,2023-04-09T00:00:00
ECOM_000023,Sony PlayStation 5 Digital Edition,030023000237,Sony,Gaming,406.02,STR-SON-00023,discontinued,2023-12-24T00:00:00
ECOM_000024,Sony Alpha a7 IV Camera Body,030024000243,Sony,Cameras,2291.96,STR-SON-00024,active,2023-08-05T00:00:00
ECOM_000025,Sony WF-1000XM5 Earbuds,030025000259,Sony,Audio,282.61,STR-SON-00025,active,2023-11-04T00:00:00
ECOM_000026,LG C3 65-inch OLED 4K Smart TV,030026000265,LG,TVs,1559.31,STR-LG-00026,active,2025-10-16T00:00:00
ECOM_000027,LG UltraGear 27GP850-B 27-inch Gaming Monitor,030027000271,LG,Monitors,372.22,STR-LG-00027,discontinued,2024-02-18T00:00:00
ECOM_000028,LG Gram 17 2023 i7 16GB,030028000287,LG,Laptops,1621.87,STR-LG-00028,discontinued,2023-02-25T00:00:00
ECOM_000029,Bose QuietComfort Ultra Headphones,030029000293,Bose,Audio,424.53,STR-BOS-00029,active,2024-01-13T00:00:00
ECOM_000030,Bose SoundLink Flex Bluetooth Speaker,030030000305,Bose,Audio,144.14,STR-BOS-00030,active,2023-11-15T00:00:00
ECOM_000031,Logitech MX Master 3S Mouse,030031000311,Logitech,Peripherals,93.26,STR-LOG-00031,active,2025-12-28T00:00:00
ECOM_000032,Logitech MX Keys S Keyboard,030032000327,Logitech,Peripherals,114.89,STR-LOG-00032,active,2023-09-04T00:00:00
ECOM_000033,Logitech C920x HD Pro Webcam,030033000333,Logitech,Peripherals,60.77,STR-LOG-00033,active,2023-11-16T00:00:00
ECOM_000034,Logitech Rally Bar Mini Video Conference,030034000349,Logitech,Peripherals,3117.35,STR-LOG-00034,discontinued,2024-01-21T00:00:00
ECOM_000035,Microsoft Surface Pro 9 i7 16GB,030035000355,Microsoft,Laptops,1641.08,STR-MIC-00035,active,2025-12-09T00:00:00
ECOM_000036,Microsoft Surface Laptop 5 15-inch i7,030036000361,Microsoft,Laptops,1570.42,STR-MIC-00036,active,2024-11-27T00:00:00
ECOM_000037,Microsoft Xbox Series X 1TB,030037000377,Microsoft,Gaming,461.56,STR-MIC-00037,active,2023-01-04T00:00:00
ECOM_000038,Google Pixel 8 Pro 128GB,030038000383,Google,Smartphones,970.31,STR-GOO-00038,discontinued,2023-10-16T00:00:00
ECOM_000039,Google Pixel Watch 2 WiFi,030039000399,Google,Wearables,310.07,STR-GOO-00039,discontinued,2025-05-04T00:00:00
ECOM_000040,Google Nest Hub Max 10-inch,030040000401,Google,Smart Home,228.92,STR-GOO-00040,discontinued,2025-10-27T00:00:00
ECOM_000041,Western Digital WD Black SN850X 2TB NVMe,030041000417,Western Digital,Storage,188.59,STR-WES-00041,discontinued,2023-10-04T00:00:00
ECOM_000042,Western Digital My Passport 5TB External HDD,030042000423,Western Digital,Storage,136.71,STR-WES-00042,active,2025-02-04T00:00:00
ECOM_000043,Seagate FireCuda 530 2TB NVMe SSD,030043000439,Seagate,Storage,227.00,STR-SEA-00043,active,2024-10-22T00:00:00
ECOM_000044,SanDisk Extreme PRO 128GB SDXC,030044000445,SanDisk,Storage,31.09,STR-SAN-00044,discontinued,2024-12-24T00:00:00
ECOM_000045,SanDisk Ultra Dual Drive Go 256GB USB-C,030045000451,SanDisk,Storage,19.40,STR-SAN-00045,discontinued,2024-10-28T00:00:00
ECOM_000046,Kingston Fury Beast DDR5 32GB 5600MHz,030046000467,Kingston,Memory,94.68,STR-KIN-00046,discontinued,2025-12-25T00:00:00
ECOM_000047,Corsair Vengeance DDR5 32GB 6000MHz,030047000473,Corsair,Memory,101.95,STR-COR-00047,active,2023-10-06T00:00:00
ECOM_000048,NVIDIA GeForce RTX 4070 Ti Super,030048000489,NVIDIA,Graphics Cards,750.21,STR-NVI-00048,active,2023-05-14T00:00:00
ECOM_000049,TP-Link Deco XE75 Pro WiFi 6E Mesh System 3-Pack,030049000495,TP-Link,Networking,379.19,STR-TP--00049,discontinued,2024-06-27T00:00:00
ECOM_000050,Ubiquiti UniFi Dream Machine Pro,030050000507,Ubiquiti,Networking,426.81,STR-UBI-00050,active,2023-05-15T00:00:00
ECOM_000051,Netgear Nighthawk RAXE500 WiFi 6E Router,030051000513,Netgear,Networking,527.37,STR-NET-00051,active,2024-12-21T00:00:00
ECOM_000052,Brother HL-L2350DW Monochrome Laser Printer,030052000529,Brother,Printers,126.90,STR-BRO-00052,active,2023-09-25T00:00:00
ECOM_000053,Epson EcoTank ET-4850 All-in-One Printer,030053000535,Epson,Printers,435.35,STR-EPS-00053,active,2025-07-25T00:00:00
ECOM_000054,CalDigit TS4 Thunderbolt 4 Dock,030054000541,CalDigit,Docks,366.43,STR-CAL-00054,active,2024-02-11T00:00:00
ECOM_000055,Anker PowerConf S330 USB Speakerphone,030055000557,Anker,Audio,56.04,STR-ANK-00055,active,2024-05-04T00:00:00
ECOM_000056,Anker 737 Power Bank 24000mAh,030056000563,Anker,Power,126.43,STR-ANK-00056,active,2025-07-11T00:00:00
ECOM_000057,Ring Video Doorbell Pro 2,030057000579,Ring,Smart Home,237.65,STR-RIN-00057,active,2024-04-09T00:00:00
ECOM_000058,Dyson V15 Detect Absolute Cordless Vacuum,030058000585,Dyson,Home Appliances,734.60,STR-DYS-00058,discontinued,2024-06-26T00:00:00
ECOM_000059,Dyson Purifier Cool TP07,030059000591,Dyson,Home Appliances,492.78,STR-DYS-00059,active,2023-03-11T00:00:00
ECOM_000060,iRobot Roomba j7+ Self-Emptying Robot Vacuum,030060000603,iRobot,Home Appliances,602.19,STR-IRO-00060,active,2025-05-17T00:00:00
ECOM_000061,Ecobee Smart Thermostat Premium,030061000619,Ecobee,Smart Home,240.01,STR-ECO-00061,active,2025-09-06T00:00:00
ECOM_000062,Philips Hue Starter Kit E26 4-Pack with Bridge,030062000625,Philips Hue,Smart Home,164.92,STR-PHI-00062,active,2023-02-03T00:00:00
ECOM_000063,JBL Charge 5 Portable Bluetooth Speaker,030063000631,JBL,Audio,170.35,STR-JBL-00063,discontinued,2024-03-23T00:00:00
ECOM_000064,Shure SM7dB Dynamic Vocal Microphone,030064000647,Shure,Audio,416.01,STR-SHU-00064,active,2024-03-13T00:00:00
ECOM_000065,Audio-Technica ATH-M50x Studio Headphones,030065000653,Audio-Technica,Audio,131.07,STR-AUD-00065,active,2025-10-03T00:00:00
ECOM_000066,Canon EOS R6 Mark II Body,030066000669,Canon,Cameras,2363.77,STR-CAN-00066,active,2024-01-08T00:00:00
ECOM_000067,Nikon Z8 Mirrorless Camera Body,030067000675,Nikon,Cameras,3772.99,STR-NIK-00067,active,2023-08-08T00:00:00
ECOM_000068,GoPro HERO12 Black,030068000681,GoPro,Cameras,390.66,STR-GOP-00068,active,2023-04-15T00:00:00
ECOM_000069,DJI Air 3 Fly More Combo,030069000697,DJI,Cameras,1478.58,STR-DJI-00069,active,2023-01-10T00:00:00
ECOM_000070,Garmin Forerunner 265 GPS Running Watch,030070000709,Garmin,Wearables,411.18,STR-GAR-00070,active,2025-08-27T00:00:00
ECOM_000071,Fitbit Charge 6 Fitness Tracker,030071000715,Fitbit,Wearables,147.78,STR-FIT-00071,active,2024-03-28T00:00:00
ECOM_000072,Theragun PRO Plus Percussive Therapy Device,030072000721,Theragun,Fitness,424.93,STR-THE-00072,discontinued,2025-10-13T00:00:00
ECOM_000073,Razer DeathAdder V3 Pro Wireless Mouse,030073000737,Razer,Peripherals,171.40,STR-RAZ-00073,active,2024-07-12T00:00:00
ECOM_000074,SteelSeries Arctis Nova Pro Wireless Headset,030074000743,SteelSeries,Audio,336.29,STR-STE-00074,active,2024-09-12T00:00:00
ECOM_000075,Corsair K70 RGB Pro Mechanical Keyboard,030075000759,Corsair,Peripherals,141.31,STR-COR-00075,active,2024-12-08T00:00:00
ECOM_000076,ASUS ProArt PA279CRV 27-inch 4K Monitor,030076000765,ASUS,Monitors,622.42,STR-ASU-00076,active,2023-09-23T00:00:00
ECOM_000077,BenQ PD2706UA 27-inch 4K USB-C Monitor,030077000771,BenQ,Monitors,546.57,STR-BEN-00077,active,2023-10-08T00:00:00
ECOM_000078,APC Back-UPS Pro 1500VA UPS,030078000787,APC,Power,235.01,STR-APC-00078,active,2024-05-19T00:00:00
ECOM_000079,Amazon Fire HD 10 2023 32GB,030079000793,Amazon,Tablets,144.10,STR-AMA-00079,discontinued,2025-08-16T00:00:00
ECOM_000080,Amazon Kindle Scribe 10.2-inch 64GB,030080000805,Amazon,Tablets,318.55,STR-AMA-00080,active,2023-01-18T00:00:00
ECOM_000081,Microsoft Office Home & Business 2024,030081000811,Microsoft,Software,249.00,STR-MIC-00081,active,2024-08-28T00:00:00
ECOM_000082,Anker Nano II 65W USB-C Charger,030082000827,Anker,Power,42.06,STR-ANK-00082,active,2025-06-03T00:00:00
ECOM_000083,Belkin BoostCharge Pro 3-in-1 MagSafe Charger,030083000833,Belkin,Power,148.09,STR-BEL-00083,active,2025-05-24T00:00:00
ECOM_000084,ASUS ROG Strix G16 i9 RTX 4070,030084000849,ASUS,Laptops,1607.27,STR-ASU-00084,discontinued,2024-12-25T00:00:00
ECOM_000085,Acer Swift Go 14 OLED i7,030085000855,Acer,Laptops,1187.55,STR-ACE-00085,discontinued,2023-11-15T00:00:00
ECOM_000086,MSI Creator Z17 HX Studio i9,030086000861,MSI,Laptops,2653.91,STR-MSI-00086,active,2024-04-19T00:00:00
ECOM_000087,Razer Blade 16 i9 RTX 4090,030087000877,Razer,Laptops,3898.21,STR-RAZ-00087,discontinued,2023-09-22T00:00:00
ECOM_000088,Intel Core i9-14900K Processor,030088000883,Intel,Processors,572.47,STR-INT-00088,active,2025-01-23T00:00:00
ECOM_000089,AMD Ryzen 9 7950X3D Processor,030089000899,AMD,Processors,662.17,STR-AMD-00089,active,2023-10-03T00:00:00
ECOM_000090,ASUS ROG Maximus Z790 Hero Motherboard,030090000901,ASUS,Motherboards,591.38,STR-ASU-00090,active,2025-04-08T00:00:00
ECOM_000091,Corsair RM1000x 1000W 80+ Gold PSU,030091000917,Corsair,Power Supplies,208.39,STR-COR-00091,active,2023-01-21T00:00:00
ECOM_000092,NZXT H7 Flow Mid-Tower Case,030092000923,NZXT,Cases,137.58,STR-NZX-00092,active,2024-02-04T00:00:00
ECOM_000093,be quiet! Dark Rock Pro 5 CPU Cooler,030093000939,be quiet!,Cooling,88.46,STR-BE -00093,discontinued,2024-07-23T00:00:00
ECOM_000094,Samsung T7 Shield 2TB Portable SSD,030094000945,Samsung,Storage,172.72,STR-SAM-00094,active,2023-02-10T00:00:00
ECOM_000095,Crucial P5 Plus 2TB NVMe SSD,030095000951,Crucial,Storage,133.21,STR-CRU-00095,discontinued,2024-08-03T00:00:00
ECOM_000096,Sony InZone H9 Wireless Gaming Headset,030096000967,Sony,Audio,258.23,STR-SON-00096,discontinued,2023-04-12T00:00:00
ECOM_000097,Sonos Era 300 Spatial Audio Speaker,030097000973,Sonos,Audio,448.28,STR-SON-00097,active,2024-08-25T00:00:00
ECOM_000098,Google Chromecast with Google TV 4K,030098000989,Google,Smart Home,39.94,STR-GOO-00098,active,2023-10-02T00:00:00
ECOM_000099,Amazon Echo Show 15,030099000995,Amazon,Smart Home,248.46,STR-AMA-00099,active,2025-06-04T00:00:00
ECOM_000100,JBL Cable Max 1,090000000001,JBL,Cables,95.58,STR-FIL-00000,active,2023-06-13T00:00:00
ECOM_000101,HP Cable Max 6,090001000017,HP,Cables,80.20,STR-FIL-00001,active,2023-03-07T00:00:00
ECOM_000102,LG Adapter Ultra 2,090002000023,LG,Adapters,55.31,STR-FIL-00002,active,2025-03-20T00:00:00
ECOM_000103,Dell Stand Basic 3,090003000039,Dell,Stands,21.63,STR-FIL-00003,active,2025-03-27T00:00:00
ECOM_000104,LG Cable Max 2,090004000045,LG,Cables,63.48,STR-FIL-00004,active,2024-05-04T00:00:00
ECOM_000105,Dell Mount Max 3,090005000051,Dell,Mounts,21.96,STR-FIL-00005,active,2023-08-07T00:00:00
ECOM_000106,JBL Stand Basic 9,090006000067,JBL,Stands,91.48,STR-FIL-00006,active,2024-08-04T00:00:00
ECOM_000107,Belkin Case Plus 4,090007000073,Belkin,Cases,28.14,STR-FIL-00007,active,2024-04-26T00:00:00
ECOM_000108,Samsung Cable Basic 2,090008000089,Samsung,Cables,38.68,STR-FIL-00008,active,2025-02-22T00:00:00
ECOM_000109,Dell Stand Max 9,090009000095,Dell,Stands,57.92,STR-FIL-00009,active,2024-09-21T00:00:00
ECOM_000110,Logitech Case Basic 4,090010000107,Logitech,Cases,35.11,STR-FIL-00010,active,2024-11-14T00:00:00
ECOM_000111,Samsung Screen Protector Basic 1,090011000113,Samsung,Screen Protectors,40.44,STR-FIL-00011,active,2024-02-11T00:00:00
ECOM_000112,LG Stand Basic 5,090012000129,LG,Stands,41.55,STR-FIL-00012,active,2025-12-02T00:00:00
ECOM_000113,Anker Adapter Ultra 9,090013000135,Anker,Adapters,94.00,STR-FIL-00013,active,2023-11-11T00:00:00
ECOM_000114,Anker Stand Ultra 7,090014000141,Anker,Stands,7.63,STR-FIL-00014,active,2023-06-18T00:00:00
ECOM_000115,Anker Mount Max 9,090015000157,Anker,Mounts,87.13,STR-FIL-00015,active,2023-09-12T00:00:00
ECOM_000116,Anker Adapter Plus 4,090016000163,Anker,Adapters,14.27,STR-FIL-00016,active,2025-06-03T00:00:00
ECOM_000117,Logitech Screen Protector Max 1,090017000179,Logitech,Screen Protectors,24.43,STR-FIL-00017,active,2023-07-07T00:00:00
ECOM_000118,Belkin Case Plus 6,090018000185,Belkin,Cases,5.45,STR-FIL-00018,active,2023-07-27T00:00:00
ECOM_000119,Logitech Case Basic 1,090019000191,Logitech,Cases,91.25,STR-FIL-00019,active,2023-03-20T00:00:00
ECOM_000120,Logitech Stand Basic 5,090020000203,Logitech,Stands,67.84,STR-FIL-00020,active,2023-11-24T00:00:00
ECOM_000121,HP Screen Protector Basic 7,090021000219,HP,Screen Protectors,69.89,STR-FIL-00021,active,2024-05-27T00:00:00
ECOM_000122,Logitech Screen Protector Pro 7,090022000225,Logitech,Screen Protectors,28.82,STR-FIL-00022,active,2023-12-25T00:00:00
ECOM_000123,LG Adapter Plus 2,090023000231,LG,Adapters,67.32,STR-FIL-00023,active,2025-02-04T00:00:00
ECOM_000124,JBL Screen Protector Max 6,090024000247,JBL,Screen Protectors,11.25,STR-FIL-00024,active,2023-12-09T00:00:00
ECOM_000125,Samsung Case Ultra 5,090025000253,Samsung,Cases,55.41,STR-FIL-00025,active,2023-02-13T00:00:00
ECOM_000126,Logitech Cable Basic 4,090026000269,Logitech,Cables,57.15,STR-FIL-00026,active,2023-09-02T00:00:00
ECOM_000127,LG Screen Protector Plus 1,090027000275,LG,Screen Protectors,15.28,STR-FIL-00027,active,2024-03-03T00:00:00
ECOM_000128,Belkin Adapter Ultra 8,090028000281,Belkin,Adapters,45.98,STR-FIL-00028,active,2025-03-15T00:00:00
ECOM_000129,Anker Mount Plus 4,090029000297,Anker,Mounts,92.76,STR-FIL-00029,active,2025-06-02T00:00:00
ECOM_000130,Anker Adapter Ultra 3,090030000309,Anker,Adapters,37.09,STR-FIL-00030,active,2024-08-07T00:00:00
ECOM_000131,Anker Screen Protector Ultra 9,090031000315,Anker,Screen Protectors,40.72,STR-FIL-00031,active,2023-04-06T00:00:00
ECOM_000132,Logitech Case Basic 1,090032000321,Logitech,Cases,66.85,STR-FIL-00032,active,2024-02-27T00:00:00
ECOM_000133,Logitech Stand Max 3,090033000337,Logitech,Stands,54.68,STR-FIL-00033,active,2023-09-11T00:00:00
ECOM_000134,Anker Cable Basic 9,090034000343,Anker,Cables,69.37,STR-FIL-00034,active,2025-01-20T00:00:00
ECOM_000135,JBL Mount Ultra 1,090035000359,JBL,Mounts,92.68,STR-FIL-00035,active,2023-02-22T00:00:00
ECOM_000136,Logitech Cable Max 1,090036000365,Logitech,Cables,40.83,STR-FIL-00036,active,2024-10-04T00:00:00
ECOM_000137,Logitech Mount Max 2,090037000371,Logitech,Mounts,8.31,STR-FIL-00037,active,2023-11-27T00:00:00
ECOM_000138,LG Stand Ultra 7,090038000387,LG,Stands,65.61,STR-FIL-00038,active,2024-12-08T00:00:00
ECOM_000139,LG Stand Basic 8,090039000393,LG,Stands,28.50,STR-FIL-00039,active,2023-08-18T00:00:00
ECOM_000140,Dell Adapter Plus 7,090040000405,Dell,Adapters,18.57,STR-FIL-00040,active,2024-03-12T00:00:00
ECOM_000141,Anker Screen Protector Plus 1,090041000411,Anker,Screen Protectors,80.71,STR-FIL-00041,active,2024-07-23T00:00:00
ECOM_000142,Logitech Screen Protector Ultra 4,090042000427,Logitech,Screen Protectors,16.75,STR-FIL-00042,active,2024-07-14T00:00:00
ECOM_000143,LG Mount Basic 8,090043000433,LG,Mounts,47.52,STR-FIL-00043,active,2024-06-11T00:00:00
ECOM_000144,Samsung Adapter Plus 4,090044000449,Samsung,Adapters,72.99,STR-FIL-00044,active,2023-12-07T00:00:00
ECOM_000145,Logitech Mount Max 6,090045000455,Logitech,Mounts,66.98,STR-FIL-00045,active,2024-09-28T00:00:00
ECOM_000146,Samsung Case Plus 7,090046000461,Samsung,Cases,65.54,STR-FIL-00046,active,2023-08-04T00:00:00
ECOM_000147,LG Case Max 7,090047000477,LG,Cases,90.04,STR-FIL-00047,active,2023-04-07T00:00:00
ECOM_000148,Dell Stand Basic 9,090048000483,Dell,Stands,88.65,STR-FIL-00048,active,2024-03-15T00:00:00
ECOM_000149,Anker Mount Max 3,090049000499,Anker,Mounts,24.41,STR-FIL-00049,active,2024-12-22T00:00:00
ECOM_000150,JBL Mount Plus 3,090050000501,JBL,Mounts,42.78,STR-FIL-00050,active,2024-06-15T00:00:00
ECOM_000151,Logitech Mount Basic 6,090051000517,Logitech,Mounts,17.27,STR-FIL-00051,active,2025-10-17T00:00:00
ECOM_000152,Anker Mount Pro 2,090052000523,Anker,Mounts,14.12,STR-FIL-00052,active,2023-01-28T00:00:00
ECOM_000153,Anker Case Ultra 6,090053000539,Anker,Cases,85.14,STR-FIL-00053,active,2023-12-05T00:00:00
ECOM_000154,Logitech Case Ultra 6,090054000545,Logitech,Cases,84.02,STR-FIL-00054,active,2025-08-16T00:00:00
ECOM_000155,Dell Mount Ultra 2,090055000551,Dell,Mounts,21.47,STR-FIL-00055,active,2025-03-05T00:00:00
ECOM_000156,JBL Screen Protector Max 7,090056000567,JBL,Screen Protectors,16.13,STR-FIL-00056,active,2023-09-18T00:00:00
ECOM_000157,LG Mount Plus 2,090057000573,LG,Mounts,97.43,STR-FIL-00057,active,2025-03-15T00:00:00
ECOM_000158,Belkin Cable Basic 8,090058000589,Belkin,Cables,17.75,STR-FIL-00058,active,2024-08-06T00:00:00
ECOM_000159,Anker Stand Ultra 8,090059000595,Anker,Stands,69.68,STR-FIL-00059,active,2025-10-06T00:00:00
ECOM_000160,LG Cable Max 6,090060000607,LG,Cables,96.21,STR-FIL-00060,active,2024-02-12T00:00:00
ECOM_000161,Belkin Adapter Ultra 7,090061000613,Belkin,Adapters,17.68,STR-FIL-00061,active,2023-02-26T00:00:00
ECOM_000162,Logitech Mount Pro 6,090062000629,Logitech,Mounts,35.15,STR-FIL-00062,active,2025-08-01T00:00:00
ECOM_000163,Samsung Adapter Ultra 4,090063000635,Samsung,Adapters,39.33,STR-FIL-00063,active,2025-05-17T00:00:00
ECOM_000164,Anker Screen Protector Plus 1,090064000641,Anker,Screen Protectors,34.95,STR-FIL-00064,active,2025-04-23T00:00:00
ECOM_000165,HP Case Basic 6,090065000657,HP,Cases,47.20,STR-FIL-00065,active,2023-05-24T00:00:00
ECOM_000166,LG Mount Max 1,090066000663,LG,Mounts,12.54,STR-FIL-00066,active,2023-10-01T00:00:00
ECOM_000167,Anker Case Basic 7,090067000679,Anker,Cases,40.78,STR-FIL-00067,active,2024-01-23T00:00:00
ECOM_000168,HP Mount Ultra 9,090068000685,HP,Mounts,40.26,STR-FIL-00068,active,2024-07-23T00:00:00
ECOM_000169,Dell Adapter Ultra 9,090069000691,Dell,Adapters,93.63,STR-FIL-00069,active,2023-08-10T00:00:00
ECOM_000170,HP Cable Pro 6,090070000703,HP,Cables,90.86,STR-FIL-00070,active,2025-02-01T00:00:00
ECOM_000171,JBL Cable Plus 6,090071000719,JBL,Cables,27.84,STR-FIL-00071,active,2023-03-19T00:00:00
ECOM_000172,Logitech Cable Pro 1,090072000725,Logitech,Cables,86.19,STR-FIL-00072,active,2025-06-28T00:00:00
ECOM_000173,Belkin Adapter Basic 6,090073000731,Belkin,Adapters,59.78,STR-FIL-00073,active,2025-02-20T00:00:00
ECOM_000174,Belkin Cable Plus 2,090074000747,Belkin,Cables,71.19,STR-FIL-00074,active,2023-02-23T00:00:00
ECOM_000175,Belkin Cable Plus 4,090075000753,Belkin,Cables,45.70,STR-FIL-00075,active,2023-12-03T00:00:00
ECOM_000176,Samsung Case Plus 8,090076000769,Samsung,Cases,63.79,STR-FIL-00076,active,2023-12-16T00:00:00
ECOM_000177,JBL Screen Protector Max 1,090077000775,JBL,Screen Protectors,32.08,STR-FIL-00077,active,2024-03-17T00:00:00
ECOM_000178,Anker Cable Plus 5,090078000781,Anker,Cables,21.53,STR-FIL-00078,active,2023-09-19T00:00:00
ECOM_000179,Logitech Mount Pro 4,090079000797,Logitech,Mounts,16.66,STR-FIL-00079,active,2023-06-25T00:00:00
ECOM_000180,Logitech Adapter Max 5,090080000809,Logitech,Adapters,42.10,STR-FIL-00080,active,2025-07-17T00:00:00
ECOM_000181,HP Adapter Ultra 4,090081000815,HP,Adapters,45.09,STR-FIL-00081,active,2025-01-21T00:00:00
ECOM_000182,HP Case Pro 1,090082000821,HP,Cases,75.90,STR-FIL-00082,active,2023-08-12T00:00:00
ECOM_000183,Anker Stand Basic 2,090083000837,Anker,Stands,76.03,STR-FIL-00083,active,2025-12-15T00:00:00
ECOM_000184,Anker Mount Ultra 6,090084000843,Anker,Mounts,68.40,STR-FIL-00084,active,2025-11-20T00:00:00
ECOM_000185,Belkin Stand Ultra 8,090085000859,Belkin,Stands,29.67,STR-FIL-00085,active,2024-12-26T00:00:00
ECOM_000186,LG Case Basic 6,090086000865,LG,Cases,51.97,STR-FIL-00086,active,2025-12-07T00:00:00
ECOM_000187,Logitech Stand Ultra 7,090087000871,Logitech,Stands,21.03,STR-FIL-00087,active,2024-08-11T00:00:00
ECOM_000188,Samsung Screen Protector Basic 8,090088000887,Samsung,Screen Protectors,86.66,STR-FIL-00088,active,2023-03-24T00:00:00
ECOM_000189,Samsung Screen Protector Plus 6,090089000893,Samsung,Screen Protectors,94.27,STR-FIL-00089,active,2024-11-05T00:00:00
ECOM_000190,Samsung Case Plus 3,090090000905,Samsung,Cases,6.31,STR-FIL-00090,active,2025-03-07T00:00:00
ECOM_000191,Belkin Cable Plus 5,090091000911,Belkin,Cables,41.78,STR-FIL-00091,active,2024-04-01T00:00:00
ECOM_000192,LG Screen Protector Max 5,090092000927,LG,Screen Protectors,19.88,STR-FIL-00092,active,2023-04-16T00:00:00
ECOM_000193,LG Screen Protector Plus 8,090093000933,LG,Screen Protectors,45.90,STR-FIL-00093,active,2025-01-12T00:00:00
ECOM_000194,Belkin Cable Basic 5,090094000949,Belkin,Cables,94.58,STR-FIL-00094,active,2023-04-17T00:00:00
ECOM_000195,LG Adapter Pro 5,090095000955,LG,Adapters,44.14,STR-FIL-00095,active,2025-03-11T00:00:00
ECOM_000196,HP Mount Max 2,090096000961,HP,Mounts,63.14,STR-FIL-00096,active,2025-03-17T00:00:00
ECOM_000197,HP Case Plus 6,090097000977,HP,Cases,73.13,STR-FIL-00097,active,2025-08-03T00:00:00
ECOM_000198,Anker Screen Protector Plus 4,090098000983,Anker,Screen Protectors,39.78,STR-FIL-00098,active,2024-12-08T00:00:00
ECOM_000199,Dell Mount Basic 5,090099000999,Dell,Mounts,91.08,STR-FIL-00099,active,2025-06-19T00:00:00
ECOM_000200,Dell Mount Plus 6,090100001007,Dell,Mounts,23.27,STR-FIL-00100,active,2025-10-08T00:00:00
ECOM_000201,Logitech Adapter Basic 1,090101001013,Logitech,Adapters,50.93,STR-FIL-00101,active,2024-09-04T00:00:00
ECOM_000202,Samsung Adapter Pro 9,090102001029,Samsung,Adapters,63.62,STR-FIL-00102,active,2024-08-20T00:00:00
ECOM_000203,HP Cable Plus 5,090103001035,HP,Cables,47.25,STR-FIL-00103,active,2025-03-12T00:00:00
